Filename	Start_Time	Caption
17Min.mp4	00:17:30	No caption
17Min.mp4	00:17:35	No caption
30Min.mp4	00:00:56	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:16:29	No caption
video1.mp4	00:08:40	No caption
30Min.mp4	00:01:00	No caption
30Min.mp4	00:01:07	No caption
30Min.mp4	00:01:09	No caption
30Min.mp4	00:01:15	No caption
30Min.mp4	00:01:18	No caption
30Min.mp4	00:01:22	No caption
30Min.mp4	00:01:26	No caption
30Min.mp4	00:01:38	No caption
30Min.mp4	00:01:41	No caption
30Min.mp4	00:01:45	No caption
30Min.mp4	00:01:48	No caption
30Min.mp4	00:01:51	No caption
30Min.mp4	00:01:53	No caption
30Min.mp4	00:01:55	No caption
30Min.mp4	00:01:56	No caption
30Min.mp4	00:01:59	No caption
30Min.mp4	00:02:01	No caption
30Min.mp4	00:02:03	No caption
30Min.mp4	00:02:04	No caption
30Min.mp4	00:02:04	No caption
30Min.mp4	00:02:06	No caption
30Min.mp4	00:02:07	No caption
30Min.mp4	00:02:09	No caption
30Min.mp4	00:02:13	No caption
30Min.mp4	00:02:15	No caption
30Min.mp4	00:02:21	No caption
30Min.mp4	00:02:23	No caption
30Min.mp4	00:02:26	No caption
30Min.mp4	00:02:29	No caption
30Min.mp4	00:02:31	No caption
30Min.mp4	00:02:33	No caption
30Min.mp4	00:02:38	No caption
30Min.mp4	00:02:40	No caption
30Min.mp4	00:02:43	No caption
30Min.mp4	00:02:45	No caption
30Min.mp4	00:02:46	No caption
30Min.mp4	00:02:47	No caption
30Min.mp4	00:02:48	No caption
30Min.mp4	00:02:49	No caption
30Min.mp4	00:02:50	No caption
30Min.mp4	00:02:52	No caption
30Min.mp4	00:02:54	No caption
30Min.mp4	00:03:02	No caption
30Min.mp4	00:03:05	No caption
30Min.mp4	00:03:09	No caption
30Min.mp4	00:03:10	No caption
30Min.mp4	00:03:14	No caption
30Min.mp4	00:03:16	No caption
30Min.mp4	00:03:18	No caption
30Min.mp4	00:03:20	No caption
30Min.mp4	00:03:21	No caption
30Min.mp4	00:03:21	No caption
30Min.mp4	00:03:23	No caption
30Min.mp4	00:03:24	No caption
30Min.mp4	00:03:32	No caption
30Min.mp4	00:03:34	No caption
30Min.mp4	00:03:36	No caption
30Min.mp4	00:03:38	No caption
30Min.mp4	00:03:42	No caption
30Min.mp4	00:03:45	No caption
30Min.mp4	00:03:46	No caption
30Min.mp4	00:03:51	No caption
30Min.mp4	00:03:53	No caption
30Min.mp4	00:03:55	No caption
30Min.mp4	00:03:57	No caption
30Min.mp4	00:04:05	No caption
30Min.mp4	00:04:12	No caption
30Min.mp4	00:04:16	No caption
30Min.mp4	00:04:20	No caption
30Min.mp4	00:04:24	No caption
30Min.mp4	00:04:26	No caption
30Min.mp4	00:04:28	No caption
30Min.mp4	00:04:30	No caption
30Min.mp4	00:04:34	No caption
30Min.mp4	00:04:35	No caption
30Min.mp4	00:04:37	No caption
30Min.mp4	00:04:42	No caption
30Min.mp4	00:04:43	No caption
30Min.mp4	00:04:47	No caption
30Min.mp4	00:04:53	No caption
30Min.mp4	00:04:56	No caption
30Min.mp4	00:05:05	No caption
30Min.mp4	00:05:10	No caption
30Min.mp4	00:05:13	No caption
30Min.mp4	00:05:18	No caption
30Min.mp4	00:05:19	No caption
30Min.mp4	00:05:20	No caption
30Min.mp4	00:05:28	No caption
30Min.mp4	00:05:30	No caption
30Min.mp4	00:05:36	No caption
30Min.mp4	00:05:38	No caption
30Min.mp4	00:05:41	No caption
30Min.mp4	00:05:46	No caption
30Min.mp4	00:05:51	No caption
30Min.mp4	00:05:54	No caption
30Min.mp4	00:05:55	No caption
30Min.mp4	00:06:03	No caption
30Min.mp4	00:06:07	No caption
30Min.mp4	00:06:13	No caption
30Min.mp4	00:06:16	No caption
30Min.mp4	00:06:19	No caption
30Min.mp4	00:06:27	No caption
30Min.mp4	00:06:28	No caption
30Min.mp4	00:06:28	No caption
30Min.mp4	00:06:31	No caption
30Min.mp4	00:06:32	No caption
30Min.mp4	00:06:40	No caption
30Min.mp4	00:06:44	No caption
30Min.mp4	00:06:46	No caption
30Min.mp4	00:06:54	No caption
30Min.mp4	00:07:02	No caption
30Min.mp4	00:07:08	No caption
30Min.mp4	00:07:14	No caption
30Min.mp4	00:07:18	No caption
30Min.mp4	00:07:22	No caption
30Min.mp4	00:07:30	No caption
30Min.mp4	00:07:37	No caption
30Min.mp4	00:07:38	No caption
30Min.mp4	00:07:41	No caption
30Min.mp4	00:07:43	No caption
30Min.mp4	00:07:51	No caption
30Min.mp4	00:07:54	No caption
30Min.mp4	00:07:57	No caption
30Min.mp4	00:08:06	No caption
30Min.mp4	00:08:09	No caption
30Min.mp4	00:08:13	No caption
30Min.mp4	00:08:17	No caption
30Min.mp4	00:08:20	No caption
30Min.mp4	00:08:21	No caption
30Min.mp4	00:08:23	No caption
30Min.mp4	00:08:25	No caption
30Min.mp4	00:08:27	No caption
30Min.mp4	00:08:29	No caption
30Min.mp4	00:08:31	No caption
30Min.mp4	00:08:32	No caption
30Min.mp4	00:08:47	No caption
30Min.mp4	00:08:50	No caption
30Min.mp4	00:08:55	No caption
30Min.mp4	00:09:00	No caption
30Min.mp4	00:09:01	No caption
30Min.mp4	00:09:04	No caption
30Min.mp4	00:09:08	No caption
30Min.mp4	00:09:14	No caption
30Min.mp4	00:09:34	No caption
30Min.mp4	00:09:39	No caption
30Min.mp4	00:09:43	No caption
30Min.mp4	00:09:45	No caption
30Min.mp4	00:09:48	No caption
30Min.mp4	00:09:54	No caption
30Min.mp4	00:09:59	No caption
30Min.mp4	00:10:12	No caption
30Min.mp4	00:10:28	No caption
30Min.mp4	00:10:36	No caption
30Min.mp4	00:10:41	No caption
30Min.mp4	00:10:47	No caption
30Min.mp4	00:10:51	No caption
30Min.mp4	00:10:54	No caption
30Min.mp4	00:10:57	No caption
30Min.mp4	00:11:00	No caption
30Min.mp4	00:11:03	No caption
30Min.mp4	00:11:12	No caption
30Min.mp4	00:11:14	No caption
30Min.mp4	00:11:18	No caption
30Min.mp4	00:11:21	No caption
30Min.mp4	00:11:27	No caption
30Min.mp4	00:11:35	No caption
30Min.mp4	00:11:46	No caption
30Min.mp4	00:11:51	No caption
30Min.mp4	00:11:55	No caption
30Min.mp4	00:11:56	No caption
30Min.mp4	00:11:57	No caption
30Min.mp4	00:12:01	No caption
30Min.mp4	00:12:03	No caption
30Min.mp4	00:12:08	No caption
30Min.mp4	00:12:14	No caption
30Min.mp4	00:12:16	No caption
30Min.mp4	00:12:19	No caption
30Min.mp4	00:12:22	No caption
30Min.mp4	00:12:24	No caption
30Min.mp4	00:12:34	No caption
30Min.mp4	00:12:38	No caption
30Min.mp4	00:12:41	No caption
30Min.mp4	00:12:46	No caption
30Min.mp4	00:12:51	No caption
30Min.mp4	00:13:01	No caption
30Min.mp4	00:13:03	No caption
30Min.mp4	00:13:06	No caption
30Min.mp4	00:13:10	No caption
30Min.mp4	00:13:11	No caption
30Min.mp4	00:13:13	No caption
30Min.mp4	00:13:15	No caption
30Min.mp4	00:13:18	No caption
30Min.mp4	00:13:20	No caption
30Min.mp4	00:13:22	No caption
30Min.mp4	00:13:24	No caption
30Min.mp4	00:13:25	No caption
30Min.mp4	00:13:35	No caption
30Min.mp4	00:13:39	No caption
30Min.mp4	00:13:43	No caption
30Min.mp4	00:13:50	No caption
30Min.mp4	00:13:53	No caption
30Min.mp4	00:13:55	No caption
30Min.mp4	00:13:57	No caption
30Min.mp4	00:13:59	No caption
30Min.mp4	00:14:01	No caption
30Min.mp4	00:14:06	No caption
30Min.mp4	00:14:10	No caption
30Min.mp4	00:14:11	No caption
30Min.mp4	00:14:14	No caption
30Min.mp4	00:14:17	No caption
30Min.mp4	00:14:21	No caption
30Min.mp4	00:14:24	No caption
30Min.mp4	00:14:30	No caption
30Min.mp4	00:15:28	No caption
30Min.mp4	00:15:37	No caption
30Min.mp4	00:15:38	No caption
30Min.mp4	00:15:40	No caption
30Min.mp4	00:15:45	No caption
30Min.mp4	00:15:49	No caption
30Min.mp4	00:15:51	No caption
30Min.mp4	00:15:53	No caption
30Min.mp4	00:15:58	No caption
30Min.mp4	00:16:12	No caption
30Min.mp4	00:16:17	No caption
30Min.mp4	00:16:21	No caption
30Min.mp4	00:16:28	No caption
30Min.mp4	00:16:31	No caption
30Min.mp4	00:16:35	No caption
30Min.mp4	00:16:38	No caption
30Min.mp4	00:16:41	No caption
30Min.mp4	00:16:44	No caption
30Min.mp4	00:16:46	No caption
30Min.mp4	00:16:48	No caption
30Min.mp4	00:16:51	No caption
30Min.mp4	00:16:54	No caption
30Min.mp4	00:17:03	No caption
30Min.mp4	00:17:11	No caption
30Min.mp4	00:17:16	No caption
30Min.mp4	00:17:20	No caption
30Min.mp4	00:17:22	No caption
30Min.mp4	00:17:32	No caption
30Min.mp4	00:17:35	No caption
30Min.mp4	00:17:48	No caption
30Min.mp4	00:17:54	No caption
30Min.mp4	00:17:58	No caption
30Min.mp4	00:18:05	No caption
30Min.mp4	00:18:09	No caption
30Min.mp4	00:18:20	No caption
30Min.mp4	00:18:22	No caption
30Min.mp4	00:18:25	No caption
30Min.mp4	00:18:27	No caption
30Min.mp4	00:18:28	No caption
30Min.mp4	00:18:31	No caption
30Min.mp4	00:18:38	No caption
30Min.mp4	00:18:40	No caption
30Min.mp4	00:18:45	No caption
30Min.mp4	00:18:51	No caption
30Min.mp4	00:18:58	No caption
30Min.mp4	00:19:01	No caption
30Min.mp4	00:19:05	No caption
30Min.mp4	00:19:10	No caption
30Min.mp4	00:19:25	No caption
30Min.mp4	00:19:37	No caption
30Min.mp4	00:19:38	No caption
30Min.mp4	00:19:44	No caption
30Min.mp4	00:19:45	No caption
30Min.mp4	00:19:47	No caption
30Min.mp4	00:19:48	No caption
30Min.mp4	00:19:49	No caption
30Min.mp4	00:19:59	No caption
30Min.mp4	00:20:01	No caption
30Min.mp4	00:20:07	No caption
30Min.mp4	00:20:22	No caption
30Min.mp4	00:20:24	No caption
30Min.mp4	00:20:26	No caption
30Min.mp4	00:20:28	No caption
30Min.mp4	00:20:30	No caption
30Min.mp4	00:20:35	No caption
30Min.mp4	00:20:35	No caption
30Min.mp4	00:20:37	No caption
30Min.mp4	00:20:42	No caption
30Min.mp4	00:20:51	No caption
30Min.mp4	00:20:54	No caption
30Min.mp4	00:20:56	No caption
30Min.mp4	00:20:58	No caption
30Min.mp4	00:21:00	No caption
30Min.mp4	00:21:01	No caption
30Min.mp4	00:21:03	No caption
30Min.mp4	00:21:05	No caption
30Min.mp4	00:21:10	No caption
30Min.mp4	00:21:13	No caption
30Min.mp4	00:21:17	No caption
30Min.mp4	00:21:19	No caption
30Min.mp4	00:21:26	No caption
30Min.mp4	00:21:32	No caption
30Min.mp4	00:21:34	No caption
30Min.mp4	00:21:40	No caption
30Min.mp4	00:21:41	No caption
30Min.mp4	00:21:43	No caption
30Min.mp4	00:21:46	No caption
30Min.mp4	00:21:53	No caption
30Min.mp4	00:21:54	No caption
30Min.mp4	00:21:59	No caption
30Min.mp4	00:22:03	No caption
30Min.mp4	00:22:04	No caption
30Min.mp4	00:22:14	No caption
30Min.mp4	00:22:19	No caption
30Min.mp4	00:22:23	No caption
30Min.mp4	00:22:24	No caption
30Min.mp4	00:22:28	No caption
30Min.mp4	00:22:38	No caption
30Min.mp4	00:22:42	No caption
30Min.mp4	00:22:48	No caption
30Min.mp4	00:22:55	No caption
30Min.mp4	00:22:59	No caption
30Min.mp4	00:23:02	No caption
30Min.mp4	00:23:05	No caption
30Min.mp4	00:23:12	No caption
30Min.mp4	00:23:15	No caption
30Min.mp4	00:23:24	No caption
30Min.mp4	00:23:32	No caption
30Min.mp4	00:23:33	No caption
30Min.mp4	00:23:37	No caption
30Min.mp4	00:24:12	No caption
30Min.mp4	00:24:14	No caption
30Min.mp4	00:24:16	No caption
30Min.mp4	00:24:38	No caption
30Min.mp4	00:24:42	No caption
30Min.mp4	00:24:46	No caption
30Min.mp4	00:24:48	No caption
30Min.mp4	00:24:54	No caption
30Min.mp4	00:24:56	No caption
30Min.mp4	00:25:13	No caption
30Min.mp4	00:25:20	No caption
30Min.mp4	00:25:22	No caption
30Min.mp4	00:25:24	No caption
30Min.mp4	00:25:28	No caption
30Min.mp4	00:25:32	No caption
30Min.mp4	00:25:35	No caption
30Min.mp4	00:25:37	No caption
30Min.mp4	00:25:39	No caption
30Min.mp4	00:25:41	No caption
30Min.mp4	00:25:46	No caption
30Min.mp4	00:25:49	No caption
30Min.mp4	00:25:54	No caption
30Min.mp4	00:26:07	No caption
30Min.mp4	00:26:17	No caption
30Min.mp4	00:26:21	No caption
30Min.mp4	00:26:25	No caption
30Min.mp4	00:26:34	No caption
30Min.mp4	00:26:38	No caption
30Min.mp4	00:26:42	No caption
30Min.mp4	00:26:48	No caption
30Min.mp4	00:27:02	No caption
30Min.mp4	00:27:04	No caption
30Min.mp4	00:27:06	No caption
30Min.mp4	00:27:10	No caption
30Min.mp4	00:27:13	No caption
30Min.mp4	00:27:16	No caption
30Min.mp4	00:27:19	No caption
30Min.mp4	00:27:24	No caption
30Min.mp4	00:27:27	No caption
30Min.mp4	00:27:29	No caption
30Min.mp4	00:27:30	No caption
30Min.mp4	00:27:33	No caption
30Min.mp4	00:27:40	No caption
30Min.mp4	00:27:42	No caption
30Min.mp4	00:27:44	No caption
30Min.mp4	00:27:46	No caption
30Min.mp4	00:27:48	No caption
30Min.mp4	00:27:53	No caption
30Min.mp4	00:27:55	No caption
30Min.mp4	00:27:57	No caption
30Min.mp4	00:28:01	No caption
30Min.mp4	00:28:06	No caption
30Min.mp4	00:28:07	No caption
30Min.mp4	00:28:13	No caption
30Min.mp4	00:28:17	No caption
30Min.mp4	00:28:18	No caption
30Min.mp4	00:28:21	No caption
30Min.mp4	00:28:22	No caption
30Min.mp4	00:28:30	No caption
30Min.mp4	00:28:33	No caption
30Min.mp4	00:28:37	No caption
30Min.mp4	00:28:46	No caption
30Min.mp4	00:28:51	No caption
30Min.mp4	00:28:55	No caption
856355-hd_1920_1080_30fps.mp4	00:00:00	No caption
856355-hd_1920_1080_30fps.mp4	00:00:07	No caption
AkerBP 1.mp4	00:00:00	No caption
AkerBP 1.mp4	00:00:01	No caption
AkerBP 1.mp4	00:00:04	No caption
AkerBP 1.mp4	00:00:04	No caption
AkerBP 1.mp4	00:00:07	No caption
AkerBP 1.mp4	00:00:08	No caption
AkerBP 1.mp4	00:00:09	No caption
AkerBP 1.mp4	00:00:10	No caption
AkerBP 1.mp4	00:00:11	No caption
AkerBP 1.mp4	00:00:12	No caption
AkerBP 1.mp4	00:00:14	No caption
AkerBP 1.mp4	00:00:15	No caption
AkerBP 1.mp4	00:00:17	No caption
AkerBP 1.mp4	00:00:18	No caption
AkerBP 1.mp4	00:00:20	No caption
AkerBP 1.mp4	00:00:21	No caption
AkerBP 1.mp4	00:00:26	No caption
AkerBP 1.mp4	00:00:29	No caption
AkerBP 1.mp4	00:00:30	No caption
AkerBP 1.mp4	00:00:32	No caption
AkerBP 1.mp4	00:00:34	No caption
AkerBP 1.mp4	00:00:35	No caption
AkerBP 1.mp4	00:00:36	No caption
AkerBP 1.mp4	00:00:38	No caption
AkerBP 1.mp4	00:00:39	No caption
AkerBP 1.mp4	00:00:42	No caption
AkerBP 1.mp4	00:00:48	No caption
AkerBP 1.mp4	00:01:01	No caption
AkerBP 1.mp4	00:01:03	No caption
AkerBP 1.mp4	00:01:05	No caption
AkerBP 1.mp4	00:01:07	No caption
AkerBP 1.mp4	00:01:10	No caption
AkerBP 1.mp4	00:01:12	No caption
AkerBP 1.mp4	00:01:14	No caption
AkerBP 1.mp4	00:01:17	No caption
AkerBP 1.mp4	00:01:23	No caption
AkerBP 1.mp4	00:01:26	No caption
AkerBP 1.mp4	00:01:28	No caption
AkerBP 1.mp4	00:01:30	No caption
AkerBP 1.mp4	00:01:31	No caption
AkerBP 1.mp4	00:01:35	No caption
AkerBP 1.mp4	00:01:37	No caption
AkerBP 1.mp4	00:01:40	No caption
AkerBP 1.mp4	00:01:42	No caption
AkerBP 1.mp4	00:01:43	No caption
AkerBP 1.mp4	00:01:46	No caption
AkerBP 1.mp4	00:01:48	No caption
AkerBP 1.mp4	00:01:51	No caption
AkerBP 1.mp4	00:02:02	No caption
AkerBP 1.mp4	00:02:03	No caption
AkerBP 1.mp4	00:02:05	No caption
AkerBP 1.mp4	00:02:07	No caption
AkerBP 1.mp4	00:02:09	No caption
AkerBP 1.mp4	00:02:11	No caption
AkerBP 1.mp4	00:02:12	No caption
AkerBP 1.mp4	00:02:20	No caption
AkerBP 1.mp4	00:02:21	No caption
AkerBP 1.mp4	00:02:22	No caption
AkerBP 1.mp4	00:02:23	No caption
AkerBP 1.mp4	00:02:24	No caption
AkerBP 1.mp4	00:02:26	No caption
AkerBP 1.mp4	00:02:27	No caption
AkerBP 1.mp4	00:02:28	No caption
AkerBP 1.mp4	00:02:30	No caption
AkerBP 1.mp4	00:02:32	No caption
AkerBP 1.mp4	00:02:34	No caption
AkerBP 1.mp4	00:02:36	No caption
AkerBP 1.mp4	00:02:38	No caption
AkerBP 1.mp4	00:02:39	No caption
AkerBP 1.mp4	00:02:40	No caption
AkerBP 1.mp4	00:02:42	No caption
AkerBP 1.mp4	00:02:44	No caption
AkerBP 1.mp4	00:02:46	No caption
AkerBP 1.mp4	00:02:48	No caption
AkerBP 1.mp4	00:02:49	No caption
AkerBP 1.mp4	00:02:51	No caption
AkerBP 1.mp4	00:02:52	No caption
AkerBP 1.mp4	00:02:56	No caption
AkerBP 1.mp4	00:03:02	No caption
AkerBP 1.mp4	00:03:04	No caption
AkerBP 1.mp4	00:03:05	No caption
AkerBP 1.mp4	00:03:09	No caption
AkerBP 1.mp4	00:03:10	No caption
AkerBP 1.mp4	00:03:11	No caption
AkerBP 1.mp4	00:03:17	No caption
AkerBP 1.mp4	00:03:19	No caption
AkerBP 1.mp4	00:03:24	No caption
AkerBP 1.mp4	00:03:26	No caption
AkerBP 1.mp4	00:03:29	No caption
AkerBP 1.mp4	00:03:31	No caption
AkerBP 1.mp4	00:03:32	No caption
AkerBP 1.mp4	00:03:40	No caption
AkerBP 1.mp4	00:03:41	No caption
AkerBP 1.mp4	00:03:43	No caption
AkerBP 1.mp4	00:03:45	No caption
AkerBP 1.mp4	00:03:48	No caption
AkerBP 1.mp4	00:03:50	No caption
AkerBP 1.mp4	00:03:55	No caption
AkerBP 1.mp4	00:03:56	No caption
AkerBP 1.mp4	00:03:58	No caption
AkerBP 1.mp4	00:04:00	No caption
AkerBP 1.mp4	00:04:01	No caption
AkerBP 1.mp4	00:04:03	No caption
AkerBP 1.mp4	00:04:05	No caption
AkerBP 1.mp4	00:04:07	No caption
AkerBP 1.mp4	00:04:09	No caption
AkerBP 1.mp4	00:04:11	No caption
AkerBP 1.mp4	00:04:13	No caption
AkerBP 1.mp4	00:04:17	No caption
AkerBP 1.mp4	00:04:20	No caption
AkerBP 2.mp4	00:00:00	No caption
AkerBP 2.mp4	00:00:04	No caption
AkerBP 2.mp4	00:00:20	No caption
AkerBP 2.mp4	00:00:21	No caption
AkerBP 2.mp4	00:00:24	No caption
AkerBP 2.mp4	00:00:26	No caption
AkerBP 2.mp4	00:00:30	No caption
AkerBP 2.mp4	00:00:41	No caption
AkerBP 2.mp4	00:00:49	No caption
AkerBP 2.mp4	00:00:57	No caption
AkerBP 2.mp4	00:01:00	No caption
AkerBP 2.mp4	00:01:04	No caption
AkerBP 2.mp4	00:01:08	No caption
AkerBP 2.mp4	00:01:10	No caption
AkerBP 2.mp4	00:01:13	No caption
AkerBP 2.mp4	00:01:19	No caption
AkerBP 2.mp4	00:01:21	No caption
AkerBP 2.mp4	00:01:29	No caption
AkerBP 2.mp4	00:01:32	No caption
AkerBP 2.mp4	00:01:36	No caption
AkerBP 2.mp4	00:01:36	No caption
AkerBP 2.mp4	00:01:43	No caption
AkerBP 2.mp4	00:01:44	No caption
AkerBP 2.mp4	00:01:48	No caption
AkerBP 2.mp4	00:01:52	No caption
AkerBP 2.mp4	00:01:53	No caption
AkerBP 2.mp4	00:01:55	No caption
AkerBP 2.mp4	00:01:56	No caption
AkerBP 2.mp4	00:01:57	No caption
AkerBP 2.mp4	00:01:58	No caption
AkerBP 2.mp4	00:02:00	No caption
AkerBP 2.mp4	00:02:03	No caption
AkerBP 2.mp4	00:02:11	No caption
AkerBP 2.mp4	00:02:13	No caption
AkerBP 2.mp4	00:02:14	No caption
AkerBP 2.mp4	00:02:20	No caption
AkerBP 2.mp4	00:02:22	No caption
AkerBP 2.mp4	00:02:26	No caption
AkerBP 2.mp4	00:02:31	No caption
AkerBP 2.mp4	00:02:38	No caption
AkerBP 2.mp4	00:02:43	No caption
AkerBP 2.mp4	00:02:48	No caption
AkerBP 2.mp4	00:02:57	No caption
AkerBP 2.mp4	00:03:03	No caption
AkerBP 2.mp4	00:03:08	No caption
AkerBP 2.mp4	00:03:11	No caption
AkerBP 2.mp4	00:03:15	No caption
AkerBP 2.mp4	00:03:19	No caption
AkerBP 2.mp4	00:03:23	No caption
AkerBP 2.mp4	00:03:27	No caption
AkerBP 2.mp4	00:03:31	No caption
AkerBP 2.mp4	00:03:40	No caption
AkerBP 2.mp4	00:03:41	No caption
AkerBP 2.mp4	00:03:45	No caption
AkerBP 2.mp4	00:03:52	No caption
AkerBP 2.mp4	00:03:58	No caption
AkerBP 2.mp4	00:03:58	No caption
AkerBP 2.mp4	00:04:08	No caption
AkerBP 2.mp4	00:04:12	No caption
AkerBP 2.mp4	00:04:16	No caption
AkerBP 2.mp4	00:04:24	No caption
AkerBP 2.mp4	00:04:31	No caption
AkerBP 2.mp4	00:04:40	No caption
AkerBP 2.mp4	00:04:48	No caption
AkerBP 2.mp4	00:04:49	No caption
AkerBP 2.mp4	00:04:50	No caption
AkerBP 2.mp4	00:04:55	No caption
AkerBP 2.mp4	00:04:56	No caption
AkerBP 2.mp4	00:05:07	No caption
AkerBP 2.mp4	00:05:08	No caption
AkerBP 2.mp4	00:05:09	No caption
AkerBP 2.mp4	00:05:11	No caption
AkerBP 2.mp4	00:05:13	No caption
AkerBP 2.mp4	00:05:14	No caption
AkerBP 2.mp4	00:05:16	No caption
AkerBP 2.mp4	00:05:18	No caption
AkerBP 2.mp4	00:05:19	No caption
AkerBP 2.mp4	00:05:20	No caption
AkerBP 2.mp4	00:05:23	No caption
AkerBP 2.mp4	00:05:26	No caption
AkerBP 2.mp4	00:05:30	No caption
AkerBP 2.mp4	00:05:38	No caption
AkerBP 3.mp4	00:00:00	No caption
AkerBP 3.mp4	00:00:05	No caption
AkerBP 3.mp4	00:00:11	No caption
AkerBP 3.mp4	00:00:17	No caption
AkerBP 3.mp4	00:00:31	No caption
AkerBP 3.mp4	00:00:40	No caption
AkerBP 3.mp4	00:00:43	No caption
AkerBP 3.mp4	00:00:55	No caption
AkerBP 3.mp4	00:01:05	No caption
AkerBP 3.mp4	00:01:12	No caption
AkerBP 3.mp4	00:01:18	No caption
AkerBP 3.mp4	00:01:27	No caption
AkerBP 3.mp4	00:01:34	No caption
AkerBP 3.mp4	00:01:39	No caption
AkerBP 3.mp4	00:01:40	No caption
AkerBP 3.mp4	00:01:41	No caption
AkerBP 3.mp4	00:01:51	No caption
AkerBP 3.mp4	00:02:05	No caption
AkerBP 3.mp4	00:02:16	No caption
AkerBP 3.mp4	00:02:28	No caption
AkerBP 3.mp4	00:02:35	No caption
AkerBP 3.mp4	00:03:02	No caption
AkerBP 3.mp4	00:03:11	No caption
AkerBP 3.mp4	00:03:16	No caption
AkerBP 3.mp4	00:03:28	No caption
AkerBP 3.mp4	00:03:35	No caption
AkerBP 3.mp4	00:03:41	No caption
AkerBP 3.mp4	00:03:44	No caption
AkerBP 3.mp4	00:03:56	No caption
AkerBP 3.mp4	00:04:02	No caption
AkerBP 3.mp4	00:04:09	No caption
AkerBP 3.mp4	00:04:25	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:00	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:01	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:03	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:25	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:33	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:37	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:46	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:00:50	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:01:00	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:01:09	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:01:12	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:01:26	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:01:35	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:02:19	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:02:31	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:02:36	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:02:42	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:02:47	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:03:06	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:03:07	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:03:10	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:03:14	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:03:16	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:03:25	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:04:38	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:04:54	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:05:00	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:05:05	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:05:31	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:05:34	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:05:47	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:06:05	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:06:22	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:06:35	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:06:42	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:06:53	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:02	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:14	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:20	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:25	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:26	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:30	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:43	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:07:50	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:08:23	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:08:43	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:08:48	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:08:50	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:08:54	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:00	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:05	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:13	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:17	No caption
