Filename	Start_Time	Caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:19	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:29	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:35	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:48	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:55	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:09:58	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:07	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:16	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:19	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:24	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:25	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:31	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:33	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:10:37	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:00	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:03	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:08	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:13	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:18	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:22	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:32	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:11:58	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:12:02	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:12:27	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:12:31	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:12:43	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:09	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:20	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:23	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:39	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:44	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:48	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:13:59	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:14:06	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:14:21	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:14:28	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:14:32	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:14:54	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:14:56	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:00	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:02	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:06	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:08	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:24	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:28	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:39	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:50	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:54	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:55	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:57	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:58	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:15:59	No caption
Al Gore- Averting the climate crisis - TED Talk.mp4	00:16:01	No caption
Comedy 1.mp4	00:00:00	No caption
Comedy 1.mp4	00:00:03	No caption
Comedy 1.mp4	00:00:10	No caption
Comedy 1.mp4	00:00:17	No caption
Comedy 1.mp4	00:00:19	No caption
Comedy 1.mp4	00:00:21	No caption
Comedy 1.mp4	00:00:23	No caption
Comedy 1.mp4	00:00:26	No caption
Comedy 1.mp4	00:00:29	No caption
Comedy 1.mp4	00:00:31	No caption
Comedy 1.mp4	00:00:36	No caption
Comedy 1.mp4	00:00:38	No caption
Comedy 1.mp4	00:00:41	No caption
Comedy 1.mp4	00:00:43	No caption
Comedy 1.mp4	00:00:45	No caption
Comedy 1.mp4	00:00:49	No caption
Comedy 1.mp4	00:00:51	No caption
Comedy 1.mp4	00:00:57	No caption
Comedy 1.mp4	00:01:02	No caption
Comedy 1.mp4	00:01:04	No caption
Comedy 1.mp4	00:01:13	No caption
Comedy 1.mp4	00:01:15	No caption
Comedy 1.mp4	00:01:20	No caption
Comedy 1.mp4	00:01:23	No caption
Comedy 1.mp4	00:01:29	No caption
Comedy 1.mp4	00:01:31	No caption
Comedy 1.mp4	00:01:35	No caption
Comedy 1.mp4	00:01:37	No caption
Comedy 1.mp4	00:01:39	No caption
Comedy 1.mp4	00:01:45	No caption
Comedy 1.mp4	00:01:48	No caption
Comedy 1.mp4	00:01:49	No caption
Comedy 1.mp4	00:01:52	No caption
Comedy 1.mp4	00:01:55	No caption
Comedy 1.mp4	00:01:57	No caption
Comedy 1.mp4	00:02:00	No caption
Comedy 1.mp4	00:02:03	No caption
Comedy 1.mp4	00:02:09	No caption
Comedy 1.mp4	00:02:13	No caption
Comedy 1.mp4	00:02:16	No caption
Comedy 1.mp4	00:02:18	No caption
Comedy 1.mp4	00:02:21	No caption
Comedy 1.mp4	00:02:25	No caption
Comedy 1.mp4	00:02:29	No caption
Comedy 1.mp4	00:02:34	No caption
Comedy 1.mp4	00:02:38	No caption
Comedy 1.mp4	00:02:42	No caption
Comedy 1.mp4	00:02:44	No caption
Comedy 1.mp4	00:02:46	No caption
Comedy 1.mp4	00:02:47	No caption
Comedy 1.mp4	00:02:53	No caption
Comedy 1.mp4	00:02:55	No caption
Comedy 1.mp4	00:03:01	No caption
Comedy 1.mp4	00:03:04	No caption
Comedy 1.mp4	00:03:09	No caption
Comedy 1.mp4	00:03:12	No caption
Comedy 1.mp4	00:03:14	No caption
Comedy 1.mp4	00:03:17	No caption
Comedy 1.mp4	00:03:20	No caption
Comedy 1.mp4	00:03:23	No caption
Comedy 1.mp4	00:03:25	No caption
Comedy 1.mp4	00:03:36	No caption
Comedy 1.mp4	00:03:41	No caption
Comedy 1.mp4	00:03:41	No caption
Comedy 1.mp4	00:03:46	No caption
Comedy 1.mp4	00:03:49	No caption
Comedy 1.mp4	00:03:52	No caption
Comedy 1.mp4	00:03:55	No caption
Comedy 1.mp4	00:04:00	No caption
Comedy 1.mp4	00:04:06	No caption
Comedy 1.mp4	00:04:08	No caption
Comedy 1.mp4	00:04:10	No caption
Comedy 1.mp4	00:04:17	No caption
Comedy 1.mp4	00:04:18	No caption
Comedy 1.mp4	00:04:23	No caption
Comedy 1.mp4	00:04:27	No caption
Comedy 1.mp4	00:04:31	No caption
Comedy 1.mp4	00:04:34	No caption
Comedy 2.mp4	00:00:00	No caption
Comedy 2.mp4	00:00:01	No caption
Comedy 2.mp4	00:00:04	No caption
Comedy 2.mp4	00:00:05	No caption
Comedy 2.mp4	00:00:11	No caption
Comedy 2.mp4	00:00:13	No caption
Comedy 2.mp4	00:00:15	No caption
Comedy 2.mp4	00:00:16	No caption
Comedy 2.mp4	00:00:18	No caption
Comedy 2.mp4	00:00:26	No caption
Comedy 2.mp4	00:00:32	No caption
Comedy 2.mp4	00:00:35	No caption
Comedy 2.mp4	00:00:37	No caption
Comedy 2.mp4	00:00:41	No caption
Comedy 2.mp4	00:00:48	No caption
Comedy 2.mp4	00:00:52	No caption
Comedy 2.mp4	00:00:57	No caption
Comedy 2.mp4	00:01:05	No caption
Comedy 2.mp4	00:01:09	No caption
Comedy 2.mp4	00:01:11	No caption
Comedy 2.mp4	00:01:14	No caption
Comedy 2.mp4	00:01:17	No caption
Comedy 2.mp4	00:01:21	No caption
Comedy 2.mp4	00:01:24	No caption
Comedy 2.mp4	00:01:29	No caption
Comedy 2.mp4	00:01:32	No caption
Comedy 2.mp4	00:01:44	No caption
Comedy 2.mp4	00:01:56	No caption
Comedy 2.mp4	00:01:57	No caption
Comedy 2.mp4	00:02:03	No caption
Comedy 2.mp4	00:02:07	No caption
Comedy 2.mp4	00:02:10	No caption
Comedy 2.mp4	00:02:11	No caption
Comedy 2.mp4	00:02:14	No caption
Comedy 2.mp4	00:02:16	No caption
Comedy 2.mp4	00:02:20	No caption
Comedy 2.mp4	00:02:21	No caption
Comedy 2.mp4	00:02:24	No caption
Comedy 2.mp4	00:02:27	No caption
Comedy 2.mp4	00:02:28	No caption
Comedy 2.mp4	00:02:34	No caption
Comedy 2.mp4	00:02:41	No caption
Comedy 2.mp4	00:02:44	No caption
Comedy 2.mp4	00:02:47	No caption
Comedy 2.mp4	00:02:49	No caption
Comedy 2.mp4	00:02:54	No caption
Comedy 2.mp4	00:02:56	No caption
Comedy 2.mp4	00:02:58	No caption
Comedy 2.mp4	00:03:00	No caption
Comedy 2.mp4	00:03:01	No caption
Comedy 2.mp4	00:03:02	No caption
Comedy 2.mp4	00:03:04	No caption
Comedy 2.mp4	00:03:07	No caption
Comedy 2.mp4	00:03:11	No caption
Comedy 2.mp4	00:03:12	No caption
Comedy 2.mp4	00:03:13	No caption
Comedy 2.mp4	00:03:15	No caption
Comedy 2.mp4	00:03:16	No caption
Comedy 2.mp4	00:03:18	No caption
Comedy 2.mp4	00:03:23	No caption
Comedy 2.mp4	00:03:24	No caption
Comedy 2.mp4	00:03:27	No caption
Comedy 2.mp4	00:03:31	No caption
Comedy 2.mp4	00:03:32	No caption
Comedy 2.mp4	00:03:34	No caption
Comedy 2.mp4	00:03:38	No caption
Comedy 2.mp4	00:03:44	No caption
Comedy 2.mp4	00:03:53	No caption
Comedy 2.mp4	00:03:58	No caption
Comedy 2.mp4	00:04:01	No caption
Comedy 2.mp4	00:04:04	No caption
Comedy 2.mp4	00:04:07	No caption
Comedy 2.mp4	00:04:10	No caption
Comedy 2.mp4	00:04:12	No caption
Comedy 2.mp4	00:04:15	No caption
Comedy 2.mp4	00:04:18	No caption
Comedy 2.mp4	00:04:21	No caption
Comedy 2.mp4	00:04:24	No caption
Comedy 2.mp4	00:04:25	No caption
Comedy 2.mp4	00:04:29	No caption
Comedy 2.mp4	00:04:36	No caption
Comedy 2.mp4	00:04:40	No caption
Comedy 2.mp4	00:04:44	No caption
Comedy 2.mp4	00:04:46	No caption
Comedy 2.mp4	00:04:50	No caption
Comedy 2.mp4	00:04:51	No caption
Comedy 2.mp4	00:04:53	No caption
Comedy 2.mp4	00:04:54	No caption
Comedy 2.mp4	00:04:55	No caption
Comedy 2.mp4	00:04:59	No caption
Comedy 2.mp4	00:05:03	No caption
Comedy 2.mp4	00:05:05	No caption
Comedy 2.mp4	00:05:06	No caption
Comedy 2.mp4	00:05:11	No caption
Comedy 2.mp4	00:05:17	No caption
Comedy 2.mp4	00:05:20	No caption
Comedy 2.mp4	00:05:21	No caption
Comedy 2.mp4	00:05:26	No caption
Comedy 2.mp4	00:05:27	No caption
Comedy 2.mp4	00:05:29	No caption
Comedy 2.mp4	00:05:31	No caption
Comedy 2.mp4	00:05:33	No caption
Comedy 2.mp4	00:05:35	No caption
Comedy 2.mp4	00:05:37	No caption
Comedy 2.mp4	00:05:40	No caption
Comedy 2.mp4	00:05:45	No caption
Comedy 2.mp4	00:05:47	No caption
Comedy 2.mp4	00:05:51	No caption
Comedy 2.mp4	00:05:53	No caption
Comedy 2.mp4	00:05:55	No caption
Comedy 2.mp4	00:05:56	No caption
Comedy 2.mp4	00:05:58	No caption
Comedy 2.mp4	00:06:02	No caption
Comedy 2.mp4	00:06:05	No caption
Comedy 2.mp4	00:06:09	No caption
Comedy 2.mp4	00:06:10	No caption
Comedy 2.mp4	00:06:14	No caption
Comedy 2.mp4	00:06:15	No caption
Comedy 2.mp4	00:06:19	No caption
Comedy 2.mp4	00:06:24	No caption
Comedy 2.mp4	00:06:30	No caption
Comedy 2.mp4	00:06:36	No caption
Comedy 2.mp4	00:06:38	No caption
Comedy 2.mp4	00:06:39	No caption
Comedy 2.mp4	00:06:41	No caption
Comedy 2.mp4	00:06:44	No caption
Comedy 2.mp4	00:06:47	No caption
Comedy 2.mp4	00:06:49	No caption
Comedy 2.mp4	00:06:50	No caption
Comedy 2.mp4	00:06:53	No caption
Comedy 2.mp4	00:06:54	No caption
Comedy 2.mp4	00:06:56	No caption
Comedy 2.mp4	00:06:58	No caption
Comedy 2.mp4	00:07:05	No caption
Comedy 2.mp4	00:07:06	No caption
Comedy 2.mp4	00:07:09	No caption
Comedy 2.mp4	00:07:11	No caption
Comedy 2.mp4	00:07:20	No caption
Comedy 2.mp4	00:07:23	No caption
Comedy 2.mp4	00:07:24	No caption
Comedy 2.mp4	00:07:31	No caption
Comedy 2.mp4	00:07:33	No caption
Comedy 2.mp4	00:07:35	No caption
Comedy 2.mp4	00:07:38	No caption
Comedy 2.mp4	00:07:42	No caption
Comedy 2.mp4	00:07:44	No caption
Comedy 2.mp4	00:07:45	No caption
Comedy 2.mp4	00:07:49	No caption
Comedy 2.mp4	00:07:55	No caption
Comedy 2.mp4	00:07:57	No caption
Comedy 2.mp4	00:07:58	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:16:47	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:17:05	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:17:25	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:17:30	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:18:01	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:18:10	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:18:27	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:18:33	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:19:00	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:19:20	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:19:27	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:19:30	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:19:34	No caption
Hans Rosling- The best stats you've ever seen - TED Talk.mp4	00:19:38	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:00	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:01	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:03	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:07	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:28	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:33	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:39	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:44	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:47	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:00:57	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:01:11	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:01:22	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:01:49	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:02:17	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:02:36	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:02:40	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:02:43	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:02:49	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:07	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:12	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:16	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:30	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:33	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:35	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:03:39	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:03	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:16	No caption
video1.mp4	00:04:58	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:18	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:29	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:47	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:56	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:04:59	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:02	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:05	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:12	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:20	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:30	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:32	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:34	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:37	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:41	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:52	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:05:58	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:06:06	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:06:15	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:06:19	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:06:29	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:06:32	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:04	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:08	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:14	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:18	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:24	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:29	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:34	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:41	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:43	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:48	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:07:55	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:03	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:09	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:12	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:13	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:23	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:36	No caption
Jeff Han- The radical promise of the multi-touch interface - TED Talk.mp4	00:08:37	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:00:00	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:00:01	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:00:02	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:00:12	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:00:29	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:01:20	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:01:41	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:01:50	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:01:53	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:01:58	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:02:03	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:02:45	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:03:13	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:04:47	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:04:54	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:04:59	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:05:03	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:05:09	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:05:09	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:05:19	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:06:07	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:06:55	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:07:44	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:08:32	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:08:55	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:04	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:12	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:14	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:17	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:49	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:54	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:09:57	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:00	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:05	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:07	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:10	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:21	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:23	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:25	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:25	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:27	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:33	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:35	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:10:37	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:11:04	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:11:14	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:11:58	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:12:42	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:13:26	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:13:31	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:13:36	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:14:27	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:17	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:19	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:21	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:28	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:29	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:38	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:41	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:43	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:47	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:53	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:54	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:56	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:15:58	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:00	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:01	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:02	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:06	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:06	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:07	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:12	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:15	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:20	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:22	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:28	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:30	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:36	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:38	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:39	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:39	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:41	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:43	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:45	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:46	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:48	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:49	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:51	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:16:55	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:15	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:17	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:17	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:21	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:28	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:29	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:31	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:40	No caption
Jehane Noujaim- My wish- A global day of film - TED Talk.mp4	00:17:49	No caption
